query,rank,doc_text
Does graded exercise therapy improve outcomes in fibromyalgia?,2,"To compare the effect of 24 sessions of progressive intensity strength training on the impact of fibromyalgia (primary outcome). Furthermore, we evaluated its effects on sleep, anxiety, depression, wind-up mechanism, conditioned pain modulation, cutaneous sensory threshold, musculoskeletal performance, walking ability, perceived improvement, and treatment adherence (secondary outcomes). A blinded randomised controlled trial. After blinded outcome assessments, 66 people were randomised and concealed and allocated to progressive (n = 22), constant (n = 22), or walking (n = 22) strength training groups. People with fibromyalgia. In the progressive group, exercise intensity increased by 20% of maximum strength each month: 50% in the first month, 70% in the second month, and 90% in the third month. In the constant or walking exercise groups, moderate intensity was maintained at the end of the treatment. Each person received 24 individual exercise sessions (2x/week), with three months of exercise and three months of no exercise. Fibromyalgia impact. Groups were similar at baseline. There were no significant between-group differences in the primary outcome at any time point. In within-group comparisons, we observed significant differences indicating that all three types of exercise reduced fibromyalgia symptoms; however, no variable achieved a minimal clinically important difference. In between-group comparisons for the secondary outcomes, groups reported a positive perception of improvement, but most of each group did not adhere to treatment and/or did not answer about adherence after follow-up without exercise. Twenty-four sessions of progressive intensity strength training did not provide a greater reduction in the fibromyalgia impact than constant intensity or walking exercises. Brazilian Registry of Clinical Trials (ReBEC): RBR-9pbq9fg, date of registration: October 06, 2022. BMC Musculoskeletal Disorders: Doi - 10.1186/s12891-023-06952-3 | Published: Volume 24, article number 816, October 14, 2023."
Does graded exercise therapy improve outcomes in fibromyalgia?,3,"Juvenile fibromyalgia (JFM) is a complex and disabling chronic pain condition for which treatment options are limited. The objective of this randomized controlled trial was to compare the relative efficacy of 3 group-based interventions: cognitive-behavioral therapy (CBT) alone, graded aerobic exercise (GAE) alone, or CBT combined with specialized neuromuscular exercise (Fibromyalgia Integrative Training [FIT] Teens), in reducing pain-related disability for adolescents with JFM. Patients with JFM (ages 12-17) who experienced moderate-to-severe pain and pain-related disability were eligible. A total of 317 adolescents (86.4% girls, 84.2% White, mean age 15.8 years) were randomized to receive 8 weeks (16 sessions) of CBT (N = 110), GAE (N = 104), or FIT Teens (N = 103), followed by 4 booster sessions. Our primary hypothesis that the FIT Teens intervention would be superior to CBT or GAE was not supported. Rather, participants in all treatments showed significant reduction in disability with no differences between groups at the 3-month primary endpoint (main effect estimate = -3·94 [95% CI: -6·62 to -1·26]) and at 6-, 9-, and 12-month follow-up (main effect estimate = -4·52 [95% CI: -7·35 to -1·68]; -4·21 [95% CI: -7·13 to -1·29]; and -4·76 [95% CI: -7·84 to -1·68], respectively). Pain intensity was significantly improved at 9- and 12-month follow-up. Although the overall magnitude of improvement in disability was small, approximately 1 in 4 patients in the FIT and CBT groups had clinically remarkable improvement. Cognitive-behavioral and exercise-based treatments are promising for the management of JFM. Further research is needed to examine the characteristics of treatment responders and the mechanisms of improvement."
Does graded exercise therapy improve outcomes in fibromyalgia?,4,"We reported our multidisciplinary protocol for the management of fibromyalgia associated with imbalance. Our aim was to verify the effectiveness of a proprioceptive training program as a complementary therapy for a traditional protocol of education, mindfulness, and exercise training for the management of fibromyalgia associated with imbalance. Retrospective cohort study on 84 women, with primary fibromyalgia associated to imbalance. A group of patients performed traditional exercise training; in a second group the training was supplemented with proprioception exercises. Each session lasted from 40 to 60 minutes and was performed three times a week for 12 weeks. After three months of training and eight months after the end of the training, the balance evaluation revealed signiﬁcant differences in the comparison of the Timed Up and Go test, Berg Balance Scale, and Tinetti scale with the baseline, there was a better improvement in the proprioceptive training group (p<0.05). A reduction in pain and improvement in functional and muscular performance and quality of life were observed in both groups (p<0.05), but with no significant differences between them in the Numeric Pain Rating Scale, Fibromyalgia Impact Questionnaire, and Short Form Health Survey (p>0.05). Fifteen months after the end of the program, the effects of training were not maintained. The present study revealed that training supplemented with proprioception exercises has beneficial effects on clinical ﬁndings and improves balance in patients with fibromyalgia, even if the positive results did not persist after the interruption of the rehabilitative program in the long term."
Does graded exercise therapy improve outcomes in fibromyalgia?,5,"There are evidences that physical exercise is an effective instrument for improving physical fitness, health, and quality of life and causes beneficial effects on the symptoms of patients with fibromyalgia. The purpose of this study was to analyze effects of a functional training program on pain, fitness, and quality of life in patients with fibromyalgia in a 9-year prospective longitudinal cohort study. Forty women with fibromyalgia participated in this study; 24 received an exercise program and were called the active group; and 16 were the control group. Tender points, visual analogical scale (VAS) of pain, physical fitness, Fibromyalgia Impact Questionnaire (FIQ), and Short-Form Health Survey 36 (SF-36) were analyzed. The active group experienced significant improvements in FIQ, TP, and VAS (P < .001), whereas the control group showed significant worsening in the FIQ scale (P = .004). Moreover, the active group experienced significant improvements in leg strength (P < .001), balance (P = .033), cardiorespiratory fitness (P < .001), emotional role (P = .024), and mental health (P = .025); whereas the control group significantly worsened on handgrip strength (P = .017), balance (P = .043), cardiorespiratory fitness (P = .020), and in general health (P < .001). A Pearson correlation analysis revealed a significant relationship between the improvement in physical fitness variables and the improvements in FIQ, TP, and VAS. In conclusion, a regular practice of moderate-intensity physical activity shows a positive effect long-term on fitness, pain, the impact of the disease, and the quality of life in women with fibromyalgia."
Does aquatic therapy improve outcomes in rheumatoid arthritis rehabilitation?,1,"BackgroundLumbar disc herniation (LDH) is a common musculoskeletal condition that negatively impacts pain, mobility, functional ability, and quality of life, especially in women. While aquatic and Pilates exercises each offer benefits, limited research has explored their combined effects in LDH rehabilitation.ObjectiveTo compare the effects of aquatic exercise alone versus a combination of aquatic and Pilates exercises on pain, spinal mobility, functional disability, and quality of life in women with mild to moderate LDH.MethodsIn this randomized controlled trial, 45 women aged 30-50 years with MRI-confirmed mild to moderate LDH were assigned to one of three groups: control (n = 15), aquatic exercise (n = 15), and combined aquatic + Pilates exercise (n = 15). The intervention lasted eight weeks, with three supervised sessions per week. Outcomes were assessed using the Visual Numeric Scale (pain), Modified-Modified Schober Test (mobility), Oswestry Disability Index (disability), and SF-36 (quality of life). Data were analyzed using mixed-model ANOVA and Scheffé post hoc tests.ResultsBoth intervention groups showed significant improvements in all outcomes compared to the control group ("
Does aquatic therapy improve outcomes in rheumatoid arthritis rehabilitation?,2,"To investigate the effects of combining aquatic therapy with a home exercise program on balance, functionality, and quality of life in children with DMD/BMD, compared with a home exercise program alone. Sixteen patients aged 5-18 years with DMD/BMD were included. Those at the top of the waiting list were assigned to the intervention group (n = 8), and those further down to the control group (n = 8). The intervention group received 30-minute Halliwick-based aquatic therapy three times per week for five weeks in a 30°C pool, in addition to a home exercise program. The control group performed a home exercise program alone while awaiting aquatic therapy. The home exercise program consisted of joint range-of-motion and stretching exercises only (30 minutes/day, five days/week). Exercises were performed under caregiver supervision, and adherence was assessed by caregiver report and investigator questioning. Outcomes assessed at baseline and week 5 included weekly fall frequency, balance (Pediatric Berg Balance Scale; Functional Reach Test), activity (ACTIVLIM), physical performance (10-m walk; 4-step tests), quality of life (PedsQL Neuromuscular Module), and muscle strength (manual muscle testing) and joint range of motion. Significant improvements in balance, activity, physical performance, and quality of life were observed in the intervention group, alongside a reduction in weekly fall frequency ( Combining aquatic therapy with a home exercise program was safe and well tolerated and was associated with greater short-term improvements in balance, functionality, and quality of life than a home exercise program alone, with reduced fall frequency over five weeks. These findings support integrating aquatic therapy into DMD/BMD management and justify larger randomized controlled trials to confirm efficacy and guide optimal regimens. NCT06186310."
Does aquatic therapy improve outcomes in rheumatoid arthritis rehabilitation?,3,"Chikungunya may progress to a chronic phase marked by persistent pain and functional impairment, reducing the quality of life. Exercise-based rehabilitation is essential, though comparisons between different modalities remain scarce. Exercises in an aquatic environment can be designed as a task-oriented intervention that utilizes hydrodynamic properties to modulate sensorimotor reweighting and enhance movement confidence. This study aimed to evaluate the effects of two functional rehabilitation programs-one land-based and one aquatic-on the quality of life of individuals in the chronic phase of chikungunya. A randomized clinical trial was conducted in Santa Cruz, RN, Brazil, with 53 participants of both sexes aged 18-75 years. Data were collected using a sociodemographic and health questionnaire developed for this study and 36-Item Short Form Health Survey (SF-36). Participants were randomly allocated to a land-based Functional Rehabilitation Group (FRG) or an Aquatic Therapy Group (ATG) and underwent functional exercise interventions twice weekly for 6 weeks. Descriptive statistics and linear mixed model analyses were performed, considering Group (FRG vs. ATG) as a between-subjects fixed effect, Time (pre-vs. post-intervention) as a within-subjects fixed effect, and the Group × Time interaction, adopting a compound symmetry covariance structure. The effect size was estimated using partial η The analysis revealed significant time effects across SF-36 domains, indicating overall improvement between pre- and post-intervention assessments. A significant Group × Time interaction was observed for the social aspects' domain, with greater benefits in the FRG. Both rehabilitation programs, land-based and aquatic, significantly improved the quality of life of individuals in the chronic phase of chikungunya, with the land-based program showing superior results in social aspects."
Does aquatic therapy improve outcomes in rheumatoid arthritis rehabilitation?,4,"Knee and hip joint replacement surgeries are the mainstay of treatment in patients having grade 3 or grade 4 arthritis either due to degenerative process, rheumatoid disease or due to some other disease process. The main aims of these surgeries are to decrease the morbidity, early rehabilitation and decrease management costs of such patients. We report the first case in which bilateral total knee and total hip replacement surgery were done in single anaesthesia in 42 years old female patient suffering from Rheumatoid Arthritis."
Does aquatic therapy improve outcomes in rheumatoid arthritis rehabilitation?,5,"Autoimmune diseases have increasing importance in modern medicine and cover increasing areas of medicine including rheumatoid arthritis interstitial lung disease. The main aims of this study are to evaluate the association of some autoimmune variables in patients with rheumatoid arthritis interstitial lung disease. A retrospective study was conducted from files of patients with rheumatoid arthritis interstitial lung disease. A total of 210 files of intended patients were included in this study. The study was conducted in rehabilitation clinics at Royal Medical Services. Study variables include some demographic variables such as age, and gender; clinical variables such as disease related factors such as duration, diagnostic criteria; predictive factors such as rheumatoid factors, smoking, and MTX treatment. Data were collected and entered into excel spreadsheet to create raw data. The analysis of data was carried out using the software SPSS version 21. Descriptive statistical parameters were used to describe data including means and standard deviations for continuous variables. Frequency and percentages were used to describe categorized variables such as gender. The relationships between study variables were computed using independent T test, and One Way ANOVA test. Significance was determined if α≤ 0.05. The prevalence of RA-ILD was 3.70%. The study participants were subdivided into two groups according to MTX treatment, non-exposed group and exposed group. There were significant relationships between MTX treatment and study variables including gender, age of (rheumatoid arthritis) RA onset, smoking, and rheumatoid factor (RF). The progression of RA-ILD was impacted by gender, age of (rheumatoid arthritis) RA onset, smoking, rheumatoid factor (RF), and MTX treatment. Patients with RA and RA-ILD follow similar clinical characteristics in other studies except MTX treatment, but this can't be generalized because of small number of RA-ILD patients."
Are fall prevention programmes effective in elderly patients?,1,"Falls and balance issues are significant concerns for the elderly. Treadmill training is increasingly recognized as a potential intervention to improve balance and reduce fall risk in this population. This systematic review evaluates the effectiveness of treadmill training on balance in the elderly. A comprehensive search was conducted in databases including MEDLINE, EMBASE, CINAHL Plus, PEDro, Cochrane Library, and ERIC from January 1, 1980, to January 1, 2025. The search focused on treadmill training's impact on balance in older adults. From 74 identified studies, primary outcome measure was ""Balance Improvement, risk of fall"" and secondary were ""Cognitive Function and Quality of Life,"" and others. Articles were excluded for reasons like irrelevance to treadmill training, language barriers, or duplication, resulting in 16 final studies. Treadmill training demonstrated positive effects on balance and fall risk reduction, particularly in elderly individuals with Parkinson's disease, spinal cord injuries, and age-related balance issues. Perturbation-based treadmill training significantly reduced fall rates, while underwater treadmill sessions improved mobility and cognitive function. Treadmill training interventions are promising for improving balance and mobility in the elderly, including those with Parkinson's disease, spinal cord injuries, and age-related balance issues. While these interventions show potential, further research is needed to determine optimal protocols, durations, and combinations with other interventions. This could lead to a more comprehensive approach for addressing balance and mobility challenges in the elderly, promoting healthy aging and reducing fall risks."
Are fall prevention programmes effective in elderly patients?,2,"In recent years, traditional Chinese exercises have been passed down and reformed to play a significant role in the study of interventions for the treatment of falls in older people. However, few studies have evaluated the efficacy of various Chinese traditional exercises in the intervention of falls behavior in the elderly. In this study, four Chinese traditional exercises commonly used in clinical practice were selected as subjects to systematically evaluate the effectiveness of Tai Chi, Ba Duan Jin, Yi Jin Jing and Wu Qin Xi in intervening in the treatment of fall behavior in the elderly. We conducted a systematic review in accordance with the PRISMA guidelines. Four published randomized controlled trials (RCTs) of traditional Chinese exercise interventions for the treatment of falls behavior in older adults were searched through authoritative databases such as CNKI, Web of Science, PubMed, EMbase and the Cochrane Library, all from the time of construction to November 2022. A total of 45 studies with 4 traditional interventions were included. Ba Duan Jin was more effective in improving TUGT [SMD = -1.93 (-2.49, -1.38),  The present evidence suggests that all four traditional Chinese body-building exercise therapies have a preventive effect on fall behavior in older adults. In clinical treatment and daily physical exercise, two exercises, BaDuan Jin and Yi Jin Jing, may be preferred to reduce the risk of falls in the elderly, but the exercise regimen of Qigong should be selected scientifically and rationally according to their actual conditions. https://www.crd.york.ac.uk/PROSPERO/#myprospero."
Are fall prevention programmes effective in elderly patients?,3,"This study investigated the association between hyponatremia and falls in elderly hospitalized patients, focusing on mild hyponatremia as a potential risk factor. A retrospective analysis of 16,952 patients admitted to Kochi Medical School Hospital from 2012 to 2021 was performed. Serum sodium levels were categorized, and falls during a 30-day observation period were recorded. A Cox proportional hazards model and a machine learning model were used to estimate risk and explore interactions. Mild hyponatremia (130-134 mEq/L) was identified as an independent risk factor for falls (hazard ratio: 1.42, 95 % confidence interval 1.16-1.74), especially in patients with higher activities of daily living. The fall prediction model showed an area under the curve (AUC) of 0.780 (95 % confidence interval 0.751-0.806). A significant association between mild hyponatremia and falls in elderly hospitalized patients was found. The findings highlight the need for targeted fall prevention and further research into the underlying mechanisms. Mild hyponatremia may serve as a clinical marker for fall risk, especially in patients with independent activities of daily living."
Are fall prevention programmes effective in elderly patients?,4,"To assess whether a novel bedside trolley table set-up decreased inpatient falls (IF) postintervention. From December 2012 to December 2014, geriatric patients admitted to our orthopaedic ward with extreme falls risk had a bedside trolley placed between them and a floor sensor mat to give responders more time to prevent IF. Pre- and postintervention falls data was reviewed for falls reduction using falls per month as comparison standard. IF were classified as high or low/medium risk using St Thomas's Risk Assessment Tool In Falling Elderly inpatients (STRATIFY) scoring. Sixty-two of 134 falls fulfilled inclusion criteria. The high-risk group had 33 patients preintervention and 22 patients postintervention, with falls per month at 3.4 preintervention and 1 postintervention. IF reduction was 71% in STRATIFY ≥17 versus 44% in STRATIFY <17. The novel set-up with appropriate assessment may decrease falls in the high-risk ortho-geriatric population. Further trials are warranted to confirm its effectiveness."
Are fall prevention programmes effective in elderly patients?,5,"The number of commercial cruise ship passengers continues to rise and is projected to reach 27.2 million passengers worldwide in 2018. Accidental injury aboard these ships can result in serious morbidity and mortality. This study examines the injury mechanisms, patterns, demographics, and outcomes of these injuries which are serious enough to require hospitalisation in order to facilitate administrative, financial, and medical decision making to aid in injury prevention and treatment. This is a cross-sectional, retrospective, registry-based study of adult patients sustaining injury while on a cruise ship admitted to a Level I Trauma Centre in the United States over a 2-year period. Data on demographics, injury type and severity, surgical management, hospital charges, length of stay, mortality, and discharge disposition were recorded. Sixty seven patients were identified and included in the analysis. 70.1% of patients were 65 or older and a majority were female (59.7%). The most common mechanism of injury was a ground level fall (79.1%), and the most common injury encountered was a femur fracture (52.2%) which involved the acetabulo-femoral joint in 85.7% of cases. Traumatic brain injuries were uncommon occurring in 7.5% of cases. There were no fatalities in this series. The most common injuries aboard cruise ships requiring hospitalisation occur in the geriatric population as a result of a ground level fall. Most commonly, the injuries are long bone fractures, with femur fractures occurring most frequently and accounting for over half of all injuries sustained. Resources and protocols for pre-hospital management of cruise ship injuries should prioritise these patients, and fall prevention measures for this demographic should be mandatory aboard all cruise ships."
Does hydrotherapy reduce spasticity in multiple sclerosis?,1,"Spasticity is a prevalent and potentially disabling symptom common in individuals with multiple sclerosis. Adequate evaluation and management of spasticity requires a careful assessment of the patient's history to determine functional impact of spasticity and potential exacerbating factors, and physical examination to determine the extent of the condition and culpable muscles. A host of options for spasticity management are available: therapeutic exercise, physical modalities, complementary/alternative medicine interventions, oral medications, chemodenervation, and implantation of an intrathecal baclofen pump. Choice of treatment hinges on a combination of the extent of symptoms, patient preference, and availability of services."
Does hydrotherapy reduce spasticity in multiple sclerosis?,2,"Intrathecal baclofen (ITB) therapy is an established treatment for severe refractory spasticity. Although a positive ITB trial confirms efficacy, long-term success can sometimes be limited by mechanical or hardware complications. We describe a patient with multiple sclerosis (MS) and spastic quadriplegia who underwent ITB pump implantation in the posterolateral flank region, a non-standard site selected due to anatomical limitations. The pump provided marked spasticity relief, allowing discontinuation of oral antispasmodics. However, within weeks, the patient developed persistent pump-site pain and recurrent autonomic dysreflexia (AD), an uncommon manifestation in MS that was resistant to treatment. Infectious and other mechanical causes were excluded, and clinical assessment determined that pain from the atypical pump placement was the likely precipitant. The pump was explanted 1 month later, resolving the patient's AD but resulting in recurrence of severe spasticity. This case underscores the need for individualised pump planning to prevent hardware-related complications."
Does hydrotherapy reduce spasticity in multiple sclerosis?,3,"Spasticity is common in spinal cord injury (SCI) and multiple sclerosis (MS), and it can manifest as repeated, rhythmic muscle contractions called clonus. The spontaneous nature of clonus can disrupt independent performance of activities of daily living and negatively impact overall health and quality of life. To quantify biomarkers of clonus and explore management of clonus in individuals with SCI or progressive MS using epidural spinal cord stimulation (ES) or dorsal root stimulation (DRS). Four male participants were included in this case series study: 3 with SCI and 1 with MS. All participants underwent temporary percutaneous ES lead placement over the dorsolateral thoracolumbar region of the spinal cord. Participants with SCI were also implanted with DRS leads at the L4 dorsal root. Clonus was elicited mechanically at the ankle while recording electromyography of the soleus muscle synchronized to direct spinal cord field potential recordings from ES and DRS percutaneous leads. Clonus was evident as a prominent band (5-8 Hz) in recordings from ES leads, DRS leads, soleus muscle, and accelerometry. In 4 participants, percutaneous spinal stimulation reduced median clonus duration and cycle count. Clonus was immediately suppressed upon activation of spinal cord stimulation, and the suppression persisted even when clonus was reinitiated after turning off the stimulation. The use of objective biomarkers, including spinal cord potentials, to quantify clonus in real time combined with the immediate and reversible effects of stimulation highlight the potential of neuromodulation as a therapeutic tool for managing clonus. These data demonstrate preliminary efficacy of ES and DRS for clonus monitoring and treatment in 4 participants."
Does hydrotherapy reduce spasticity in multiple sclerosis?,4,"There have been significant advances in the medical treatment and management of multiple sclerosis pathogenesis, relapse and disease progression over the past 30 years. There have been advancements in the symptomatic treatment of multiple sclerosis, including management of secondary multiple sclerosis expressions such as walking, cognitive dysfunction, fatigue and depression. Scientific evidence and expert opinion suggest that exercise may be the single most effective non-pharmacological symptomatic treatment for multiple sclerosis. This article presents the historical context of exercise training within the multidisciplinary management of multiple sclerosis. We guide neurologists and healthcare providers on the recommended prescription of exercise and practical, theoretical methods to overcome barriers to exercise. We undertook a critical search of the historical and current literature regarding exercise and multiple sclerosis from the viewpoint of exercise promotion by neurologists and the multidisciplinary care team. We highlight the ever-strengthening body of research indicating that exercise is safe and effective for improving symptoms of multiple sclerosis. Further, exercise training may be necessary for reducing disease progression. We seek to encourage neurologists and specialists in multidisciplinary healthcare teams to prescribe and promote exercise at diagnosis and across all stages of the disease trajectory using prescriptive guidelines as part of comprehensive MS care. Available tools include clinical education to dispel any historical myths related to exercise in multiple sclerosis, clinical exercise guidelines and behaviour change theory to overcome patients barriers to exercise."
Does hydrotherapy reduce spasticity in multiple sclerosis?,5,"Spasticity following a stroke occurs in about 30% of patients. The mechanisms underlying this disorder, however, are not well understood. This review aims to define spasticity, describe hypotheses explaining its development after a stroke, give an overview of related neuroimaging studies as well as a description of the most common scales used to quantify the degree of spasticity and finally explore which treatments are currently being used to treat this disorder. The lack of consensus is highlighted on the basis of spasticity and the associated absence of guidelines for treatment, use of drugs and rehabilitation programmes. Future studies require controlled protocols to determine the efficiency of pharmacological and non-pharmacological treatments for spasticity. Neuroimaging may help predict the occurrence of spasticity and could provide insight into its neurological basis."
Is transcranial magnetic stimulation effective for post-stroke rehabilitation?,1,"Stroke is a disease with a high incidence and disability rate, resulting in changes in neural network and corticoid-subcortical excitability and various functional disabilities. The aim of the present study was to discuss the current status of research and limitations and potential direction in the application of noninvasive brain stimulation (NIBS) on post-stroke patients. This literature review focused on clinical studies and reviews. Literature retrieval was conducted in PubMed, Cochrane, Scopus, and CNKI, using the following keywords: Repeated transcranial magnetic stimulation, Transcranial direct current stimulation, Transcranial alternating current stimulation, Transcranial alternating current stimulation, Transcranial focused ultrasound, Noninvasive vagus nerve stimulation, Stroke, and Rehabilitation. We selected 200 relevant publications from 1985 to 2022. An overview of recent research on the use of NIBS on post-stroke patients, including its mechanism, therapeutic parameters, effects, and safety, is presented. It was found that NIBS has positive therapeutic effects on dysfunctions of motor, sensory, cognitive, speech, swallowing, and depression after stroke, but standardized stimulus programs are still lacking. The literature suggests that rTMS and tDCS are more beneficial to post-stroke patients, while tFUS and tVNS are currently less studied for post-stroke rehabilitation, but are also potential interventions."
Is transcranial magnetic stimulation effective for post-stroke rehabilitation?,2,"Neural stimulation technology aids stroke survivors in regaining lost motor functions. This article explores its applications in upper and lower limb stroke rehabilitation. The authors review various methods to target the corticomotor system, including transcranial direct current stimulation, repetitive transcranial magnetic stimulation, and vagus nerve stimulation. In addition, the authors review the use of peripheral neuromuscular electrical stimulation for therapeutic and assistive purposes, including transcutaneous electrical nerve stimulation, neuromuscular electrical stimulation, and functional electrical stimulation. For each, the authors examine the potential benefits, limitations, safety considerations, and FDA status."
Is transcranial magnetic stimulation effective for post-stroke rehabilitation?,3,"Stroke is the leading cause of disability globally in need of novel and effective methods of rehabilitation. Intermittent theta burst stimulation (iTBS) has been adopted as a Level B recommendation for lower limb spasticity in guidelines on the therapeutic use of repetitive transcranial magnetic stimulation (rTMS). Nonetheless, the methodological differences and deficits of existing work bring about heterogenous results and therefore limit the universal clinical use of rTMS in lower extremity (LE) rehabilitation. The variation of stimulated targets across motor cortex contributes mainly to these heterogeneities. This narrative review includes studies of rTMS on LE motor function rehabilitation in patients after stroke until now. Some analyses of brain imaging and electromagnetic simulation and quantification through computational modeling were also performed. rTMS appears capable of fostering LE motor rehabilitation after stroke, but the actually stimulated targets are considerably bias making it difficult to confirm effectiveness. The main reason for this phenomenon is probably inaccurate targeting of motor cortical leg representation. An underlying updated method is proposed as Individual-Target TMS (IT-TMS) combined with brain imaging. rTMS is a promising validated method for LE function regaining. Future studies should systematically compare the effects of IT-TMS with traditional rTMS using large samples in random clinical trials. This article is categorized under: Neuroscience > Clinical Neuroscience."
Is transcranial magnetic stimulation effective for post-stroke rehabilitation?,4,"Unilateral neglect (UN) is a common and disabling disorder after stroke. UN is a strong and negative predictor of functional rehabilitative outcome. Non-invasive brain stimulation, such as theta-burst transcranial magnetic stimulation (TBS), is a promising rehabilitation technique for treating stroke-induced UN. To systematically review the available literature, researching whether TBS of the contra-lesional hemisphere is more effective than standard rehabilitation in improving symptoms of UN in patients with right hemisphere stroke. A systematic review was conducted to retrieve randomized controlled trials (RCTs) that were relevant to the objective of this review. PubMed, Ovid and Cochrane Library electronic databases were comprehensively searched from inception up to February 2021. Of the included studies, methodological quality was assessed using the PEDro scale, whereafter a best evidence synthesis (BES) was conducted to summarize the results. Nine RCTs investigating the effects of TBS on stroke-induced UN symptoms were included in this review. Seven studies assessing continuous TBS (cTBS) found significantly greater amelioration of UN symptoms in the TBS intervention group when compared to the control group; one study assessing cTBS found no such significant difference. One study assessing intermittent TBS (iTBS) found significant between-group differences in favor of the intervention. The BES yielded strong evidence in favor of cTBS, and limited evidence in favor of iTBS. The included studies in the present review allow the conclusion that TBS can have favorable effects on UN recovery in stroke patients. Its clinical use is recommended in conjunction with cognitive rehabilitation and occupational or physical rehabilitation as needed. However, many aspects for optimal usage of TBS therapy in clinical settings, such as exact TBS protocols, number of sessions, and treatment duration, are not clear."
Is transcranial magnetic stimulation effective for post-stroke rehabilitation?,5,"Little is known about the optimal timing and neural loci for applying noninvasive brain stimulation (NIBS) to promote gait and balance recovery after stroke. To identify the optimal timing and neural loci of NIBS for gait and balance recovery after stroke. We performed a PubMed search using keywords of stroke, transcranial magnetic stimulation, transcranial direct current stimulation, NIBS, balance, and gait. Interventional trials with various designs published in English were selected. Both flowcharts and tables were used for the result presentation. The majority of selected 31 studies included individuals with chronic stroke and primary motor cortex (M1) stimulation. Studies' quality ranged from 4 to 10 (max = 10) on the Pedro scale. NIBS led to improvements in gait and balance in individuals with chronic and subacute stroke, yet the evidence for the acute phase of stroke is limited. Further, stimulation over the ipsilesional M1 resulted in improvement in gait and balanced performance. Stimulation over non-motor regions such as the cerebellum has been limitedly explored. Current evidence supports the use of NIBS to the M1 in conjunction with behavioral training to improve gait and balance performance in individuals with subacute and chronic stroke. Future research is recommended to evaluate the effect of NIBS during acute stroke and over neural loci other than M1, and to implement a more rigorous method."
How should opioids be tapered in patients with chronic pain?,1,"The management of chronic nonmalignant pain with high-dose opioids has partially contributed to the current opioid epidemic, with some responsibility shared by chronic pain clinics. Traditionally, both primary care providers and patients used chronic pain clinics as a source for continued medical management of patients on high-dose opioids, often resulting in tolerance and escalating doses. Although opioids continue to be an important component of the management of some chronic pain conditions, improvement in function and comfort must be documented. Pain clinics are ideally suited for reducing opioid usage while improving pain and function with the use of a multimodal approach to pain management. We assessed whether the application of multimodal treatment directed by pain specialists in a pain clinic provides for improved function and reduced dosages of opioid analgesics. We evaluated the role of a pain clinic staffed by fellowship-trained pain physicians in reducing pain and opioid use in chronic nonmalignant pain patients. This study used a retrospective design. The research took place in an outpatient pain clinic in a tertiary referral center/teaching hospital. Of 1268 charts reviewed, 296 patients were on chronic opioids at the time of first evaluation. After a thorough evaluation, the patients were treated with nonopioid pharmacotherapy and interventional pain procedures as necessary. The data utilized from patients' latest follow-up visit included current pain level using the Numerical Rating Scale (NRS-11), opioid usage, and various functional parameters. NRS-11 scores decreased by 33.8% from 6.8 (± 0.1)/10 to 4.5 (± 0.2)/10. The pain frequency and number of pain episodes improved by 36.8 ± 2 and 36.2 ± 2.1, respectively. Additionally, the ability to sleep, work, and perform chores significantly improved. Total opioid use decreased by about 55.4% from 53.8 ± 4 to about 24 ± 2.8 MME/patient/day. This study is not a randomized prospective controlled study. The patients analyzed are still getting therapy and their pain status may change. Some opioids are underrepresented in the analyzed cohort. Finally, this study lacks in-depth stratification by type of pain, age, gender, and duration of opioid use. Chronic pain clinics can play a pivotal role in reducing opioid usage while improving pain and function in patients on chronic opioids. We wish to emphasize the importance of allocating resources toward nonopioid treatments that may improve the function and well-being of patients. Pain clinic, pain management, multimodal pain management, chronic pain, opioid reduction, improved pain, improved functional capacity."
How should opioids be tapered in patients with chronic pain?,2,"To provide guidance on the use of opioids to manage pain from cancer or cancer treatment in adults. A systematic review of the literature identified systematic reviews and randomized controlled trials of the efficacy and safety of opioid analgesics in people with cancer, approaches to opioid initiation and titration, and the prevention and management of opioid adverse events. PubMed and the Cochrane Library were searched from January 1, 2010, to February 17, 2022. American Society of Clinical Oncology convened an Expert Panel to review the evidence and formulate recommendations. The evidence base consisted of 31 systematic reviews and 16 randomized controlled trials. Opioids have primarily been evaluated in patients with moderate-to-severe cancer pain, and they effectively reduce pain in this population, with well-characterized adverse effects. Evidence was limited for several of the questions of interest, and the Expert Panel relied on consensus for these recommendations or noted that no recommendation could be made at this time. Opioids should be offered to patients with moderate-to-severe pain related to cancer or active cancer treatment unless contraindicated. Opioids should be initiated PRN (as needed) at the lowest possible dose to achieve acceptable analgesia and patient goals, with early assessment and frequent titration. For patients with a substance use disorder, clinicians should collaborate with a palliative care, pain, and/or substance use disorder specialist to determine the optimal approach to pain management. Opioid adverse effects should be monitored, and strategies are provided for prevention and management.Additional information is available at www.asco.org/supportive-care-guidelines."
