query,rank,doc_text
What do top-ranked rehabilitation journals publish on robot-assisted gait training?,5,"The recovery of walking after stroke is a priority goal for recovering autonomy. In the last years robotic systems employed for Robotic Assisted Gait Training (RAGT) were developed. However, literature and clinical practice did not offer standardized RAGT protocol or pattern of evaluation scales. This systematic review aimed to summarize the available evidence on the use of RAGT in post-stroke, following the CICERONE Consensus indications. The literature search was conducted on PubMed, Cochrane Library and PEDro, including studies with the following criteria: 1) adult post-stroke survivors with gait disability in acute/subacute/chronic phase; 2) RAGT as intervention; 3) any comparators; 4) outcome regarding impairment, activity, and participation; 5) both primary studies and reviews. Sixty-one articles were selected. Data about characteristics of patients, level of disability, robotic devices used, RAGT protocols, outcome measures, and level of evidence were extracted. It is possible to identify robotic devices that are more suitable for specific phase disease and level of disability, but we identified significant variability in dose and protocols. RAGT as an add-on treatment seemed to be prevalent. Further studies are needed to investigate the outcomes achieved as a function of RAGT doses delivered."
What are the complication rates following spinal fusion?,1,"Adolescent idiopathic scoliosis (AIS) is the most common form of spinal deformity in the younger population. The surgical management for these patients improved constantly over the last year and might not be comparable to modern treatment strategies. However, under this aspect the present investigation updates and discusses current evidence regarding the long-term outcome of the surgical management of AIS. All the clinical studies which evaluated the long-term outcomes of spinal fusion were considered. Level of evidence, clinical and radiological data, results of health-related questionnaires and surgery-associated complications during long-term follow-up, e.g., proximal and distal junctional kyphosis (PJK/DJK), and adjacent segment degeneration (ASD), are presented. Data concerning the following patient-reported outcomes measures were collected: Oswestry Disability Index (ODI), Scoliosis Research Society (SRS) Outcome Questionnaire, visual analogue scale (VAS), and short form-12 and 36 (SF-12/SF-36). Overall, data from 1115 patients were included. Of them, 324 underwent anterior and 791 posterior spinal fusion. One study focuses on a combined anterior/posterior fusions. The mean follow-up was 22.6 years (posterior fusion: 24.6 years, anterior fusion: 18.31 years). Seven studies focus on the thoracic segments, while 12 focus on the lumbar spine. Data on imaging was reported in 13 studies and those on PROMs in 15 investigations. In conclusion, there is low quality and paucity of long-term data on AIS. However, the long-term results of the implicated studies on AIS patients in this review appear to be satisfactory, although there are limitations in the outcome compared to healthy comparison cohorts. Adjacent degenerations appear to be the most common mechanical complication after long-segment fusions, despite their influence on the outcome remains unclear. With regard to pregnancies, there are slightly increased cesarean section rates, which could be explained by deviations in the sagittal profile."
What are the complication rates following spinal fusion?,2,"Adjacent segment disease (ASD) is a significant clinical complication following cervical and lumbar spinal fusion surgery, characterized by the degeneration of spinal segments adjacent to the fused area. The present literature review aimed to elucidate the risk factors contributing to ASD and to evaluate current and emerging treatment strategies. Epidemiological data indicate that patient‑related factors such as age, pre‑existing spinal degeneration and comorbidities, along with surgical factors including the type of fusion, instrumentation and alignment correction, play pivotal roles in ASD development. Biomechanical alterations post‑fusion further exacerbate the risk. The underlying mechanisms of ASD involve changes in spinal kinematics and disc degeneration, driven by inflammatory and degenerative processes. Diagnostic modalities, such as magnetic resonance imaging and computed tomography scans, are essential for early detection and accurate diagnosis. Preventive strategies emphasize meticulous preoperative planning, advanced surgical techniques and postoperative rehabilitation. Treatment approaches range from conservative methods such as physical therapy and pharmacological interventions to surgical solutions, including revision surgeries and the use of motion‑preserving technologies. Emerging therapies, particularly in regenerative medicine, show promise in mitigating ASD. The present review underscored the necessity of a multidisciplinary approach to optimize patient outcomes and highlighted the need for ongoing research to address gaps in the current understanding of ASD in both cervical and lumbar regions."
What are the complication rates following spinal fusion?,3,"The rates of pseudarthrosis remain high despite recent advances in bone graft substitutes for spinal fusion surgery. The aim of this single center, non-randomized, open-label clinical trial was to determine the feasibility of combined use of stromal vascular fraction (SVF) and β-tricalcium phosphate (β-TCP) for patients who require posterior lumbar interbody fusion (PLIF) and pedicle screw fixation. Two polyetheretherketone (PEEK) cages were inserted into the intervertebral space following complete removal of the intervertebral disc. The PEEK cage (SVF group) on the right side of the patient was filled with β-TCP in combination with SVF, and the cage on the left side (control group) was filled with β-TCP alone. Fusion rate and cage subsidence were assessed by lumbar spine X-ray and CT at 6 and 12 months postoperatively. At the 6-month follow-up, 54.5% of the SVF group (right-sided cages) and 18.2% of the control group (left-sided cages) had radiologic evidence of bone fusion ("
What are the complication rates following spinal fusion?,4,"The science of spinal alignment has progressed rapidly since Jean Doubousset described the cone of economy in the 1970s. It is now clearly established that global and regional spinal alignment are associated with improved patient-reported outcome and rates of success of lumbar spinal fusion. Evidence has now emerged that segmental level-by-level alignment is also associated with positive patient outcomes. As such, restoring sagittal alignment matched to spinopelvic morphology during degenerative lumbar surgery can optimize surgical outcomes by preventing adjacent segment pathology. This review focuses on the vital importance of spinal alignment in different spinal conditions, provides a guide for measurement of spinopelvic parameters, and outlines literature regarding lumbar restoration in degenerative spinal fusion."
What are the complication rates following spinal fusion?,5,"Adjacent segment pathology is an adverse effect of spinal fusion that precipitates accelerated spinal degenerative changes at vertebral segments contiguous with the fused vertebrae. The accelerated degeneration related to ASP can be challenging to manage, as it can lead to conditions such as radiculopathy and can create the need for reoperation. In the present case, a 50-year-old woman with a previous spinal fusion presented with a 1-year history of progressive low back pain, lumbar radiculopathy, and sciatica. Osteopathic manipulative treatment was used to manage her pain, and the patient reported that the treatment provided long-term resolution of her sciatica symptoms. This case demonstrates an effective use of osteopathic manipulative treatment in the conservative management of lumbar radiculopathy related to adjacent segment pathology."
What do Q2 pain journals report on ketamine infusion therapy for refractory pain?,1,"We aimed to evaluate the efficacy and safety of ketamine in ensuring comfort and sparing conventional drugs when used as an adjuvant for analgesia and sedation in the Pediatric Intensive Care Unit (PICU) as a continuous infusion (≥12 h). Observational prospective study. Tertiary-care-center PICU. All consecutive patients <18 years who received ketamine for ≥12 h between January 2019 and July 2021. ketamine infusion for ≥12 h. Seventy-seven patients (median age 16 months, Interquartile Range (IQR) 7-43) were enrolled. Twenty-six percent of patients (n = 20) were paralyzed, while 74% (n = 57) were not. The median infusion duration was 90 h (IQR 39-193), with doses between 15 (IQR 15-20) and 30 μg/kg/min (IQR 20-50). At 24 h of ketamine infusion, values of COMFORT-B-Scale (CBS) were significantly lower compared with values pre-ketamine (p < 0.001). Simultaneously, doses/kg/h of opioids and benzodiazepines significantly decreased at 24 h (p < 0.001 and p = 0.002, respectively), while doses/kg/h of propofol (p = 0.500) and dexmedetomidine (p = 0.072) did not significantly change. Seventy-four percent of non-paralyzed patients (42/57) had a decrease in CBS ≥2 points with no increase of concomitant analgosedation drugs. Among paralyzed patients (n = 20), 13 (65%) had no increase of concomitant analgosedation within 24 h after ketamine initiation. Overall, 55/77 (71%) of patients responded to ketamine. The mean and maximum ketamine infusion dosages were significantly higher in the non-responders (p = 0.021 and 0.028, respectively). Eleven patients had adverse events potentially related to ketamine (hypersalivation, systemic hypertension, dystonia/dyskinesia, tachycardia, and agitation) and six patients required intervention (dose reduction, suspension, or pharmacologic therapy). None of the patients developed delirium during ketamine infusion. Ketamine used as a continuous infusion in the PICU might represent a valid strategy to ensure comfort and spare opioids and benzodiazepines in difficult-to-sedate PICU patients. Adverse events are minor and easily reversible. Future study will be needed to investigate long-term outcomes."
What do Q2 pain journals report on ketamine infusion therapy for refractory pain?,2,"Ketamine has played a versatile role in medicine due to its wide spectrum of uses in history including use in sedation, catalepsy, somatic analgesia, bronchodilation, and recent trial in complex chronic pain syndromes. There is very little, if any, discussion in the literature of ketamine use in stroke, particularly in improving symptoms of pain after stroke. We present a case of a 40-year-old female with a past medical history of right-sided thalamic ischemic stroke complicated by Central post-stroke pain syndrome (CPSP) presented for refractory severe diffuse pain causing debility and immobility. The patient failed outpatient medical therapy consisting of anxiolytics, serotonin, and norepinephrine reuptake inhibitors. This led to increased opioid use which resulted in dependence and opioid-hyperalgesia. Upon admission, the patient was unable to sit still, with severe, sharp 10/10 pain localized to her left lower extremity. Palliative medicine was consulted for management of refractory central neuropathic pain. Inpatient oral ketamine was initiated, and titrated over the patient's hospital course. During this time, the patient showed marked improvement in GAD-7, PHQ-9, and Short Mcgill pain scores while significantly decreasing opioid requirements. We present this case to demonstrate how oral ketamine usage in centrally mediated neuropathic pain such as in CPSP can lead to pain control, decreased opioid usage, and overall improved quality of life."
What do Q2 pain journals report on ketamine infusion therapy for refractory pain?,3,"A 36-year-old female with metastatic breast cancer involving bones, liver, lung, and pleura/chest wall with worsening back pain received weight-based intravenous (IV) ketamine and was transitioned to oral ketamine for cancer-related neuropathic pain. She had responded poorly to outpatient pain regimen of oxycodone sustained and immediate release, hydromorphone, gabapentin, and duloxetine (approximate 480 mg total oral morphine equivalents [OME]), reporting an initial pain score of 10/10. She was started on hydromorphone parenteral patient-controlled analgesia (PCA) bolus dose in addition to her outpatient regimen. Despite escalating doses of opioids and the addition of a lidocaine 5% patch, the patient's pain remained uncontrolled 6 days after admission. On hospital day 7, utilizing a hospital weight-based ketamine protocol, the patient was started on subanesthetic doses of ketamine at 0.2 mg/kg/h (288 mg/24 h) and titrated over 2 days to 0.4 mg/kg/h (576 mg/24 h). Then, a 3-day rotation from intravenous to oral ketamine was initiated, and the patient was discharged on ketamine oral solution, 75 mg every 8 hours. When the patient's dose was increased to 0.4 mg/kg/h, adequate pain relief was charted by the nurse within 120 minutes, ""patient pain free and resting comfortably."" Her pain continued to be well managed, with an average pain score of 5/10 with the ketamine continuous infusion and sustained with conversion to oral ketamine without any report of side effects. This was a 37% reduction in pain scores. With the patient's stabilized dose of ketamine, opioid requirements decreased by 61.4% (1017.5 mg reduction in total OME). The use of weight-based dosing of IV continuous infusion and transition to oral ketamine was effective and tolerable in the management of opioid-refractory, neuropathic cancer pain. It is hoped that this case report promotes a discussion regarding ketamine dosing in refractory neuropathic cancer pain."
What do Q2 pain journals report on ketamine infusion therapy for refractory pain?,4,"Ketamine is a noncompetitive antagonist of N-methyl-d-aspartate receptor. It has been widely used in anesthesia and pain management. Ketamine has been administered via the intravenous, intramuscular, subcutaneous, oral, rectal, topical, intranasal, sublingual, epidural, and caudal routes. Ketamine improves postoperative and posttrauma pain scores and reduces opioid consumption. It has special indication for patients with opioid tolerance, acute hyperalgesia, and neuropathic pain. It also has a role in the management of chronic pain including both cancer and noncancer pain. Recreational use of ketamine is increasing as well through different routes of administration like inhalation, smoking, or intravenous injection. Long-time exposure to ketamine, especially in the abusers, may lead to serious side effects. This review is trying to define the role of ketamine in pain management."
What do Q2 pain journals report on ketamine infusion therapy for refractory pain?,5,"Although opioids represent the mainstay of treating surgical pain, their use is associated with significant side effects. There is an urgent need to find new pain relievers with safer side effect profiles. One drug that has been receiving increasing attention is ketamine. By using the oral route of administration, ketamine could potentially be used by patients in a less resource-intensive manner with similar efficacy. This study aims to examine the role of oral ketamine in improving recovery after major spine surgery. A prospective, single-center, double blinded parallel arm, placebo controlled randomized feasibility trial. Toronto Western Hospital (TWH), UHN, Toronto, Canada. Adult patients (aged 18-75) undergoing multi-level lumbar spine decompression and fusion with planned overnight admission in hospital. Study treatment (oral ketamine 30 mg) or matching placebo for three days (nine doses total) or until hospital discharge. The primary outcome was the patient-reported Quality of Recovery-15 score (QoR-15). Secondary outcomes were opioid use, pain intensity, pain interference (PROMIS-pain interference questionnaire), mood (PHQ-9) and, side-effects (Generic Assessment of Side Effects Scale). Data from 35 patients were analyzed, of which 18 patients in the ketamine group and 17 patients in the placebo group. There were no significant differences identified in QoR-15 scores at postoperative days 1,3,7, and 30. There were also no significant differences found in pain intensity scale scores at postoperative days 1, 3, 7, and 30, and PROMIS and PHQ-9 scores at postoperative days 7 and 30. Significantly less oral opioids were used in the ketamine group compared to the placebo group on postoperative day 3 and by postoperative day 7. In addition, patients in the ketamine group spent significantly less days on oral opioids and trended to be discharged from hospital earlier. This pilot study demonstrated that low dose oral ketamine can be safely used as an adjunct in postoperative pain treatment to help reduce opioid consumption after major spine surgery."
Recent publications in top rehabilitation journals on telerehabilitation efficacy,1,"Telerehabilitation is defined as a set of tools, procedures, and protocols to deliver rehabilitation programs remotely. It involves the use of various communication technologies to efficiently provide rehabilitation services distantly or via some other remote environment. After an orthopedic procedure, physical rehabilitation is essential to restore joint's function, to improve quality of life as well as to relieve pain, to recovery independence. The effectiveness of telerehabilitation has been studied in literature. The aim of this narrative review is to update the current evidence, evaluate the efficacy of telerehabilitation after hip, and knee prosthesis surgery for end stage arthrosis. Results show that it is useful to integrate traditional interventions with telerehabilitation to accelerate efficiency in existing healthcare delivery systems. Future high-methodological-quality studies should be conducted to evaluate the long-term efficacy and safety of innovative technologies."
Recent publications in top rehabilitation journals on telerehabilitation efficacy,2,"Telerehabilitation provides an essential opportunity to deliver continuous rehabilitation services for stroke patients at home, especially amid a global pandemic. Virtual reality is a simulation technology that has shown promising outcomes in stroke rehabilitation. Combining telerehabilitation and virtual reality is an emerging and innovative approach that enriches the rehabilitation experience and potentially enhances functional recovery outcomes. This review synthesized current evidence of using virtual reality-based telerehabilitation for patients after stroke and compared it with conventional in-person rehabilitation. Randomized controlled trials were searched across six databases published after 2000. Two independent reviewers conducted study selection, data extraction and quality assessment. The Physiotherapy Evidence Databases scale was used to evaluate the methodological quality. Qualitative synthesis and meta-analysis were conducted to compare functional outcomes after Virtual reality-based telerehabilitation with conventional in-person rehabilitation. Nine studies including 260 participants were selected from 933 relevant records. Seven studies met the criteria for good quality based on the Physiotherapy Evidence Databases scale, two studies were fair quality. Compared with conventional in-person rehabilitation, the meta-analysis indicated that virtual reality-based telerehabilitation had comparable outcomes of upper extremity function and balance function. Both groups demonstrated similar effects on outcomes in mobility, cognition, activities of daily life, and quality of life. Virtual reality-based telerehabilitation is an effective alternative approach for patients with stroke, given the barriers and restrictions of traditional in-person rehabilitation."
Recent publications in top rehabilitation journals on telerehabilitation efficacy,3,"Total joint arthroplasty is one of the most commonly performed orthopaedic procedures globally. Telerehabilitation has recently been used as a supplement or an alternative to face-to-face rehabilitation services among patients after total joint arthroplasty. To synthesise the evidence on the effectiveness of internet-based telerehabilitation regarding pain relief, range of motion, physical function, health-related quality of life, self-efficacy, psychological well-being/problems, and satisfaction among patients after total joint arthroplasty. An integrative review was conducted using defined search periods, databases, and search terms. This review adopted a five-stage approach: problem identification, literature search, data evaluation, data analysis and presentation. Studies published in English and Chinese were included. The Mixed Methods Appraisal Tool was used to assess the quality of included studies. Twenty-two eligible studies with 1,179 participants were included in this review. Nineteen of them were conducted in North America, Europe and Australia, and three in China. There were 20 quantitative and two qualitative studies. Synchronous mode using videoconferencing (n = 11) was predominant in the studies between 2003 and 2017, while asynchronous mode using mobile apps (n = 7) has become the main mode since 2017. Internet-based telerehabilitation was delivered by physiotherapists in 17 studies and by nurses in three. Most of the included studies reported that, compared to face-to-face rehabilitation, internet-based telerehabilitation showed a comparable improvement in pain relief, range of motion, physical function, and health-related quality of life. Patients had a high satisfaction level. Very few studies addressed the patients' psychological well-being/problems and self-efficacy as the outcome measures. Internet-based telerehabilitation appears to be effective for and accepted by patients after total joint arthroplasty. Telerehabilitation could be delivered by nurses in collaboration with physiotherapists and surgeons as a team. The mobile app is an accessible and flexible delivery medium for telerehabilitation. Robust randomised controlled trials are warranted to enhance the quality of evidence on the effectiveness of mobile app-based telerehabilitation and nurse-delivered program. Qualitative components are suggested to be included in future research. Psychological outcomes should also be measured."
Recent publications in top rehabilitation journals on telerehabilitation efficacy,4,"Stroke is the leading cause of long-term disability in developed countries. Due to population aging, the number of people requiring rehabilitation after stroke is going to rise in the coming decades. Robot-mediated neurorehabilitation has the potential to improve clinical outcomes of rehabilitation treatments. A statistical analysis of the literature aims to focus on the main trend of this topic. A bibliometric survey on post-stroke robotic rehabilitation was performed through a database collection of scientific publications in the field of rehabilitation robotics. By covering the last 20 years, 17,429 sources were collected. Relevant patterns and statistics concerning the main research areas were analyzed. Leading journals and conferences which publish and disseminate knowledge in the field were identified. A detailed nomenclature study was carried out. The time trends of the research field were captured. Opinions and predictions of future trends that are expected to shape the near future of the field were discussed. Data analysis reveals the continuous expansion of the research field over the last two decades, which is expected to rise considerably in near future. More attention will be paid to the lower limbs rehabilitation and disease/design specific applications in early-stage patients."
Recent publications in top rehabilitation journals on telerehabilitation efficacy,5,"Extended reality (XR) and telerehabilitation (TR) technologies are increasingly being used into stroke rehabilitation. These technologies have the potential to enhance therapy intensity, motivate users through engaging and interactive environments, and improve access to rehabilitation services in both clinical and home settings. Usability assessment is essential to ensure effective, engaging, and accessible interventions. This scoping review aims to identify tools used to evaluate XR and TR technologies in stroke rehabilitation. This scoping review was conducted following the methodological framework of Arksey and O'Malley, further refined by Levac et al. and the Joanna Briggs Institute. A literature search was performed across five databases (MEDLINE, Embase, CINAHL, PsycINFO, and Web of Science) using keywords and their variations related to stroke, virtual reality, augmented reality, mixed reality, telerehabilitation, and usability evaluation. Peer-reviewed articles and conference abstracts published up to December 2024 were included if they reported on the usability evaluation of XR or TR technologies in neurological rehabilitation. Two reviewers independently screened studies for eligibility. Relevant data were extracted using a standardized data charting framework. The search yielded 2,290 articles, of which 111 were included in the review. Twenty-eight tools were identified, encompassing both direct usability assessments and complementary tools addressing related aspects. These tools were grouped into six categories: (1) standardized questionnaires, (2) custom questionnaires, (3) semi-structured interviews, (4) task-based usability testing, (5) modified standardized questionnaires, and (6) think-aloud protocols. The most frequently used tool was the System Usability Scale (SUS), followed by custom questionnaires. Among studies explicitly evaluating usability, 55.9% combined two to six tools to capture multiple facets of usability. Usability was assessed in 67.6% of publications using quantitative methods (e.g., questionnaires), in 4.5% using qualitative methods (e.g., interviews, focus groups), and in 27.9% using mixed methods approaches. Usability of XR and TR technologies is assessed with a wide variety of tools. Combining tools helps capture different aspects of usability, highlighting the importance of addressing its multifaceted nature in stroke rehabilitation. Future research could develop and validate a framework integrating multiple aspects of usability to ensure both relevance and comparability across studies."
What does Q1 orthopaedic literature report on revision surgery rates after hip arthroplasty?,1,"Despite growing evidence supporting the evaluation, classification, and treatment of acetabular bone loss in revision hip replacement, advancements have not been systematically incorporated into a single document, and therefore, a comprehensive review of the treatment of severe acetabular bone loss is needed. The Stavros Niarchos Foundation Complex Joint Reconstruction Center at Hospital for Special Surgery held an Acetabular Bone Loss Symposium on June 21, 2019, to answer the following questions: What are the trends, emerging technologies, and areas of future research related to the evaluation and management of acetabular bone loss in revision hip replacement? What constitutes the optimal workup and management strategies for acetabular bone loss? The 36 international experts convened were divided into groups, each assigned to discuss 1 of 4 topics: (1) preoperative planning and postoperative assessment; (2) implant selection, management of osteolysis, and management of massive bone loss; (3) the treatment challenges of pelvic discontinuity, periprosthetic joint infection, instability, and poor bone biology; and (4) the principles of reconstruction and classification of acetabular bone loss. Each group came to consensus, when possible, based on an extensive literature review. This document provides an overview of these 4 areas, the consensus each group arrived at, and directions for future research."
What does Q1 orthopaedic literature report on revision surgery rates after hip arthroplasty?,2,"The sport of golf is recognized as a lifelong activity enjoyed by individuals of all ages, and part of its popularity with the aging population is due to its low impact nature. It has been shown to provide many mental and physical health benefits. With increasing participation, surgeons will encounter patients looking to return to sport after elective orthopaedic surgery. The aim of this review is to evaluate the effects of elective orthopaedic surgery on a patient's ability to return to golf. Total hip arthroplasty, hip arthroscopy, total knee arthroplasty total ankle arthroplasty, and total shoulder arthroplasty all have a return-to-play rate above 85% with slightly lower return-to-play rates for reverse shoulder arthroplasty, rotator cuff repair, and lumbar spinefusion. This review will elucidate how elective orthopaedic surgery on the primary joints affects individual return to play, the timeline of recovery, and how best to advise future patients on the recovery process."
What does Q1 orthopaedic literature report on revision surgery rates after hip arthroplasty?,3,"This is the second of two parts of the history and development of hip arthroplasty. In this part, a historical review of the development of contemporary hip alloarthroplasty is made. The purpose of this part is to give continuity to the first one where the first four periods were analyzed. This fifth part corresponds to the revision of its last stage that includes from 1970 to the present time. Comments are also made about our attitudes in the present and the route we envision towards the future."
What does Q1 orthopaedic literature report on revision surgery rates after hip arthroplasty?,4,"Aseptic loosening and periprosthetic osteolysis are frequent complications in total hip arthroplasty requiring revision surgery. Highly cross-linked polyethylene (HXLPE) implants have improved wear resistance, permitting larger femoral heads. However, such implants may experience surface cracking, mechanical failure, and oxidative damage. Vitamin E-infused HXLPE (VEPE) implants were therefore developed to reduce oxidation without compromising mechanical strength. We addressed the following questions: (1) Does femoral head size affect the midterm annual polyethylene wear rates of VEPE acetabular cups? (2) Does femoral head size affect the midterm migration rates of VEPE acetabular cups? (3) Are clinical outcomes affected by femoral head size? Annual wear rate, migration rate, and clinical outcomes of VEPE acetabular cups are independent of femoral head size. This was a prospective, multicentre, observational study of patients that underwent total hip arthroplasty. Hips were grouped according to the size of femoral head implanted (28 mm, 32 mm, and 36 mm). We determined annual wear rate and migration rate of VEPE acetabular cups using the Einzel-Bild-Röntgen-Analyse software. Clinically, we assessed the Harris Hip Score and visual analog score for pain and satisfaction. We followed 253 patients (267 hips) for a mean of 55.0±20.6 months in the 28 mm, 46.2±21.4 months in the 32 mm, and 43.8±22.6 months in the 36 mm group. The annual wear rate was 0.025 mm per year from 1 year to the last follow-up and remained similar between the groups (p>0.05). Also, mean two-dimensional migration rates did not exceed 0.05 mm from 2 years to the last follow-up and remained similar between the groups (p=0.355). Finally, clinical outcomes also did not differ between the groups (p>0.05). Two patients required revision surgery. Femoral head size did not influence midterm annual wear rate, migration rate, and clinical outcomes of VEPE acetabular cups. Furthermore, wear and cup migration rates were below the reported values leading to osteolysis and aseptic loosening. Nevertheless, studies with extended follow-up periods will be necessary to confirm these results in the long term. IV."
What does Q1 orthopaedic literature report on revision surgery rates after hip arthroplasty?,5,"""Fast-track"" protocols has improved surgical care with a reduction in length of hospital stay (LOS) in total hip (THA) and knee arthroplasty (TKA). However, the effects of continuous refinement of perioperative care lack detailed assessment. We studied time-related changes in LOS and morbidity after THA and TKA within a collaboration with continuous scientific refinement of perioperative care. Prospective multicentre consecutive cohort study between 2010 and 2017 from nine high-volume orthopaedic centres with established fast-track THA and TKA protocols. Prospective collection of comorbidities and complete 90-day follow-up from the Danish National Patient Registry and medical records. Of 36,935 procedures median age was 69 [62 to 75] years and 58% women. LOS declined from three [two to three] days in 2010 to one [one to two] day in 2017. LOS > 4 days due to ""medical"" or ""surgical"" complications, and ""with no recorded morbidity"" declined from 4.4 to 2.7%, 1.5 to 0.6%, and 3.8 to 1.3%, respectively. 90-days readmission rate declined from 8.6 to 7.7%. Our multicentre study in a socialized healthcare setting was associated with a continuous reduction in LOS and morbidity after THA and TKA."
High-impact findings on prevalence of chronic post-surgical pain,1,"Chronic postoperative pain is the most frequent late complication of inguinal hernia repair surgery. The aim of this study is to evaluate the incidence of chronic post-hernioplasty pain in outpatient care at Centro Hospitalar do Porto, describe it, analyse its relation with other variables defined in the literature and study its functional interference. We performed a retrospective cohort study between February and May 2016, using a structured telephone interview composed of questions from the authors and sections of published questionnaires, two of which are validated for the Portuguese language and culture. We included men who underwent ambulatory inguinal hernioplasty, by laparotomy or laparoscopy, at Centro Hospitalar do Porto, between January 2011 and October 2015. In a final sample of 829 surgeries, the incidence of chronic post-hernioplasty pain was 24.0% [confidence interval: 21.2 - 27.1]. The development of chronic post-hernioplasty pain was higher in patients with pre-surgical pain and younger age and was related with the presence of pain during the first month after surgery. No relationship was found between surgical technique and the development of chronic post-hernioplasty pain. Of the individuals with chronic pain, 65.0% mentioned moderate-severe 'pain on the average' and 37.7% presented descriptors suggestive of neuropathic pain. The only parameter evaluated with which chronic post-hernioplasty pain 'did not interfere completely' was sleep. The prevalence found for chronic posthernioplasty pain with significant functional interference is in line with data retrieved from literature. The predictive potential of pre-surgical pain and young age for the development of chronic posthernioplasty pain is also in agreement with previous studies. Limitations were found to this study given its retrospective nature. The high prevalence of chronic post-hernioplasty pain raises the urgent need for raising awareness regarding this issue among health care professionals. The main areas for improvement are diagnosis, follow-up and treatment of pain."
High-impact findings on prevalence of chronic post-surgical pain,2,"Chronic pain affects quality of life and adversely affects functional outcomes. Chronic postoperative pain is a frustrating problem for the surgeon because it ruins a technically perfect procedure, and the surgeon may be unsure of treatment strategies. There is much information on chronic pain and its treatment, but it is often published outside of surgery and diffusion of this information across disciplines is slow. This article synthesizes some of this literature and provides a systematic presentation of the evidence on pain associated with peripheral nerve injury. It highlights the use of perioperative and early intervention to decrease this debilitating problem."
High-impact findings on prevalence of chronic post-surgical pain,3,"The aims of this study were to: 1) estimate the prevalence of chronic pain (CP) and high impact chronic pain (HICP) in a community sample of children and adolescents; and 2) compare groups (those without CP, those with CP but no HICP, and those with HICP) with respect to demographic variables, pain variables, and physical, psychological, and school-related function. One thousand one hundred and fifteen children and adolescents participated (56% girls; age: ߂ = 11.67; SD = 2.47; range = 8-18 years). The prevalence of CP and HICP was 46% and 5%, respectively, and was higher in girls and increased with age. Participants with HICP reported greater pain intensity and higher pain frequency than those with CP but no HICP. In addition, participants with HICP reported lower mobility, greater fatigue, worst sleep quality, more anxiety and depression symptoms, worst cognitive function, missing more school days, and worse perceived school performance. HICP is a prevalent condition in children and adolescents and is associated with many negative consequences. Stakeholders must be aware of this and ensure that treatment programs are available to reduce the individual and societal impact of HICP in young individuals. PERSPECTIVE: This article provides information on CP and HICP prevalence and impact in children and adolescents. By better understanding the nature and score of these conditions, we will be able to develop more effective early interventions to help this population and thereby reduce their long-term negative impact."
High-impact findings on prevalence of chronic post-surgical pain,4,"Background: Surgical incision pain, rebound pain, and recurrence can manifest themselves in different forms of postoperative pain after full endoscopic lumbar discectomy (FELD). This study aims to evaluate various postoperative pains after FELD and summarize their characteristics. Methods: Data about the demographic characteristics of patients, pain intensity, and functional assessment results were collected from January 2016 to September 2019. Clinical outcomes including Oswestry Disability Index (ODI) and visual analog scale (VAS) scores, were obtained. Results: A total of 206 patients were enrolled. ODI and VAS of the patients significantly decreased after FELD at 12-month follow-up. A total of 193 (93.7%) patients had mild surgical incision pain after FELD and generally a VAS < 4, and it mostly resolved on its own within 3 days. A total of 12 (5.8%) patients experienced rebound pain, which was typically characterized by pain (mainly leg pain with or without back pain), generally occurring within 2 weeks after FELD and lasting < 3 weeks. The pain levels of rebound pain were equal to or less than those of preoperative pain, and generally scored a VAS of < 6. The recurrence rate was 4.4%. Recurrence often occurs within three months after surgery, with the pain level of the recurrence being greater than or equal to the preoperative pain. Conclusions: Different types of postoperative pain have their own unique characteristics and durations, and treatment options are also distinct. Conservative treatment and analgesia may be indicated for rebound pain and surgical incision pain, but recurrence usually requires surgical treatment."
High-impact findings on prevalence of chronic post-surgical pain,5,"We sought to assess the relationship between physical activity (PA) and pain within the available sample, with secondary aims to assess prevalence of pain, PA levels, health care seeking behaviors, and impact of pain on daily activities and work. We conducted an epidemiological cross-sectional observational study utilizing National Health Interview Survey data from 2020. We examined the self-reported adherence to current PA guidelines and the prevalence of pain. We hypothesized those dealing with pain were less likely to meet PA guidelines. The PA levels, pain prevalence, frequency, and intensity were assessed via the survey and relationships explored via modeling. Of 31,568, 46% were men and 53.99% women with mean age of 52.27 yr (±17.31 yr). There were 12,429 (39.37%) participants that reported pain on some days, 2761 (8.75%) on most days, and 4661 (14.76%) every day. The odds of engaging in PA decreased in a stepwise fashion based on frequency and intensity of pain reporting when compared with no pain. Importantly, PA is a significant correlate affecting pain reporting, with individuals engaging in PA (strength and aerobic) demonstrating two times lower odds of reporting pain when compared with those not meeting the PA guidelines. There is a significant correlation between meeting PA guidelines and pain. Meeting both criteria of PA guidelines resulted in lower odds of reporting pain. In addition, the odds of participating in PA decreased based on pain frequency reporting. These are important findings for clinicians, highlighting the need for assessing PA not only for those dealing with pain but also as a potential risk factor for minimizing development of chronic pain."
